video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"ZDixj0gw_QU","Климатический беженец или ПОБЕГ из сарая...","2022-11-14T13:29:09Z","UC5i1nnsZZv8FF8K_KKZmLLA","СВИНЬИ КАК БИЗНЕС","15","22.15.11","Комаров Алексей|свиньи как бизнес|влог|блог|скб|свиньи|поросята|алексей комаров|деревня|барнаул|алтайский край","127454","0","0","503","https://i.ytimg.com/vi/ZDixj0gw_QU/default.jpg","False","True","3️⃣ серия G-журнал: https://youtu.be/If13NrD_WaA   Всем привет, друзья, меня зовут Алексей Комаров и я с 2001 года занимаюсь разведением свиней в ЛПХ. На этом канале вы увидите мою жизнь изнутри, как оно всё есть на самом деле, все трудности, хлопоты и прелести сельской жизни.Также на моём канале вы найдёте видео с ответами на такие вопросы как содержание и кормление свиней, постройка помещения свинарника и его планировка, а также многие тонкости свиноводческой деятельности основанных на жизненном опыте.https://youtube.com/playlist?list=PLkgUUIg_nTu6HD0y9OmT9YgIP2J_LlMxZСКБ / KOM - LIFE 2022 / Серия 359----------------------------------------------------------------------------✅ Заказать автоклав как у нас: https://zagotovshik.ru/#promo-%D0%A1%D0%B2%D0%B8%D0%BD%D1%8C%D0%B8%D0%9A%D0%B0%D0%BA%D0%91%D0%B8%D0%B7%D0%BD%D0%B5%D1%81 ✅ Интернет - магазин товаров для животных: http://zooveta.ru/?utm_source=youtube&utm_medium=promo_skb&utm_content=link&utm_term=skb ◾ Скидочный купон для подписчиков канала: СКБ ----------------------------------------------------------------------------1.  📟   WhatsApp:    +7 913 082 52 74 2.  🚹   Группа ВК:   https://vk.com/svinikakbiznes3.  📷   Instagram:     https://www.instagram.com/svinikakbiznes/4.  🧲   TikTok СКБ:  https://vm.tiktok.com/ZSegGaN54/ 5.   ✈   Telegram:       https://t.me/skb_komarov 6.  📭   Вопросы по рекламе:   memtazor@gmail.com7.  💳   Номер карты сбербанка, для сотрудничества:               \\\\\            4276 0206 0325 7616             /////"
"8ynYLQHGEfQ","Энергия для Монстра СДЗ Часть 2 РанЗар Мультики про танки","2022-11-14T11:26:51Z","UC5oZg3AX_dLTAJH-Y0TjZHQ","РанЗар - Рандомные Зарисовки","1","22.15.11","танкомульт|железные монстры|титаны|танки монстры|wot|world of tanks","58553","0","0","170","https://i.ytimg.com/vi/8ynYLQHGEfQ/default.jpg","False","True","Магазин РанЗарШоп http://ranzar.com/ranzarshop.html#ранзар #ranzar #мультики_про_танкиЖелезный титан, собранный злым гением, ищет источник энергии. Беда тем, кто оказался у него на пути.Рандомные Зарисовки http://ranzar.com"
"1GC_WvAPntk","Коммент.Live | 17 тур РПЛ","2022-11-14T19:40:41Z","UC0ctt9lkdKnza7QQfI7i9YA","Коммент.Шоу","17","22.15.11","РПЛ|футбол|спартак|цска|зенит|интервью|РФС|динамо|дерби|winline|КШ|комментшоу|Коммент Шоу|CommentShow","71780","0","0","153","https://i.ytimg.com/vi/1GC_WvAPntk/default.jpg","False","True","Всем привет! Сегодня в лайве обсуждаем 17 тур РПЛ. Сычевой снова в огне, Динамо победило в братском дерби, Локомотив нашел нового тренера, а Ростов закрепился в тройке. Нобель уже на пути в Катар, в студии соберутся Костя Генич, Денис Казанский и Рома Гутцайт.Таймкоды выпуска:00:00 - Подготовка03:02 - Сложный день Генича. Планы на ЧМ-202206:36 - Скандальное интервью Роналду10:52 - Результаты 17-го тура РПЛ14:48 - Торпедо —  Зенит. Ретро автобус и ожидаемый исход27:44 - ВАЖНАЯ ИНФОРМАЦИЯ28:37 - Крылья Советов —  Ростов. Фильм про Карпина40:48 - Урал —  Факел. Беспроигрышная серия продолжается 50:38 - Пари НН —  Ахмат. Равиль Измайлов об уходе Галактионова1:12:04 - Динамо —  ЦСКА. Минамальная победа в дерби1:23:26 - Коммент.Биги в джакузи с Григоряном1:25:48 - Локомотив —  Спартак. Рекорд Спартака и новый тренер в Локо1:38:47 - Оренбург — Краснодар. Крупное поражение быков и перфоманс Сычевого1:46:46 - Химки —  Сочи. Распродажа в Химках и главный тренер в Сочи1:53:30 - Символическая сборная РПЛ по итогам 17 туров1:57:52 - Лучший игрок 17-го тура РПЛ2:00:12 - Подарок от подписчика2:01:43 - Расписание Коммент.ШоуВечный респект нашим друзьям из Winline: https://winline.ru/Не забывайте подписаться в социалках: Телеграм: https://t.me/comment_showВКонтакте: https://vk.com/komment_showTikTok: https://www.tiktok.com/@comment_showТвиттер: https://twitter.com/nematchtv#футбол #рпл #спартак #зенит #динамо #цска #спорт #трансляции #интервью #фнл #тренер #голы #сочи #краснодар #урал #уфа #нижнийновгород #winline #футболисты #матчтв #локомотив"
"AxXUGkiJCyk","Новый S Класс на максималках от Брабус: самый злой Мерседес W223 #ДорогоБогато Brabus, Mercedes AMG","2022-11-14T09:01:45Z","UCSU6G0iZ5MI7bIM8pTl_kaw","ПриветТачка","2","22.15.11","привет тачка|дорого богато|дорого-богато|тест драйв|обзор|тест|test|самый дорогой|самая дорогая|авто|тачка|мерседес|мерин|mercedes|мерс|mercedes-benz|мерседес w140|мерседес бенц|s class|s класс|s klasse|с класс|с class|брабус|brabus|тюнинг|tuning|обвес|w223|w221|w222|brabus 900|brabus mercedes|брабус мерседес|amg|амг|мерседес брабус|брабус 900|mercedes brabus|mercedes amg|новый брабус|maybach|майбах|мерседес-бенц","138961","0","0","271","https://i.ytimg.com/vi/AxXUGkiJCyk/default.jpg","False","True","С 5 ноября по 5 декабря у ребят из Автодеск проходит РОЗЫГРЫШ, в котором Вы сможете выиграть Chevrolet Malibu или денежный приз! Оставь заявку на сайте и приими участие https://auto-desk.proА так же переходи и подпишись  на YouTube канал ребят, там они подробно рассказывают о розыгрыше https://www.youtube.com/c/AutoDeskUSAПодбери тормозную жидкость ROSDOT для своей тачки: https://ozon.ru/seller/ooo-tosol-sintez-treyding-58933/avtotovary-8500/rosdot-148034884/?miniapp=seller_58933&utm_source=influence&utm_medium=YT&utm_campaign=vendor_org_34429_privettachka_rosdotПока владельцы серийного S-Класса в кузове W223 думают, что управляют самым продвинутым Мерседесом, в Брабус предательски подготовили свою версию этой модели. Позвольте представить: самый злой представительский седан от Brabus, с максимальным тюнинговым обвесом, фирменными колесами и салоном в цветах Тиффани! Чем удивляет и что скрывает этот черный Мерседес? Сейчас расскажем!    Купить/заказать Брабус или другую услугу: https://brabus.ru/ Тюнинг-ателье A1: https://a1tuning.ru/👁️ СЛЕДИТЬ ЗА НАМИ: https://t.me/privettachka_officialМы на Дзене https://zen.yandex.ru/privettachkaМы на Рутюбе https://rutube.ru/channel/24727711/☎️ РАЗМЕСТИТЬ РЕКЛАМУ/ДАТЬ ИНТЕРЕСНУЮ МАШИНУ НА ОБЗОР: pr@rumonkey.ru"
"okr3SmSHw0I","ПОХОРОНЫ ОПЕРА ВАДИКА И ГОШКИ ! ОПЕР УМЕР   - РЕАЛЬНАЯ ЖИЗНЬ ШКОЛЬНИКА GTA 5 ⚡ ГАРВИН","2022-11-14T11:00:56Z","UC75_Z6t-U_N4nL-UsTwAz3g","GARVIN","20","22.15.11","гта 5|gta 5 online|гта 5 онлайн|дальнобойщиков|битва гарвин|гарвин битва|гарвин и вотер|гарвин и джереми|гарвин и|real life|реальная жизнь|мод ребенок|mod kids|ребенок|новая серия|gta v|grand theft auto v|grand theft auto 5|gta 6|школьник в гта 5|жизнь школьника гта 5|гарвин гта 5|garvin gta 5|гарвин рж|школьник|школьник нашел|нашел ржавый|ржавый москвич|москвич|москвич на свалке|ржавый|школьники|погоня|погоня дпс|остановили дпс|школьников","51134","0","0","282","https://i.ytimg.com/vi/okr3SmSHw0I/default.jpg","False","True","поехали с Витьком @WATER и Димасом @Джереми на похороны =(Наш телеграм канал: https://t.me/instwater1⚡Подписочка: https://www.youtube.com/GARVIN1?sub_confirmation=1✌Я Вконтакте: https://vk.com/g4rv1n🏆Мой Инстаграм: https://www.instagram.com/garvin_yt/👋Группа Вконтакте: https://vk.com/g4rv1nboss⭐Плейлист с видео по ГТА 5 РЕАЛЬНАЯ ЖИЗНЬ ПО СЕТИhttps://www.youtube.com/playlist?list=PLXhi9TvWc0TYMdxXFSZgb1bglK_L_RPX9⭐Плейлист с видео по ГТА 5 РЕАЛЬНЫЕ ПАЦАНЫ/GTA 5 REAL BOYShttps://www.youtube.com/playlist?list=PLXhi9TvWc0TZ_cCjYYkgHPk_M8WXeVZUG⭐Плейлист с видео по GTA 5 ONLINE (Смешные моменты)https://www.youtube.com/playlist?list=PLXhi9TvWc0TYU8KDMKP7bQcSt9WbOvu0i⭐Плейлист с видео по GTA 5 МОДЫhttps://www.youtube.com/playlist?list=PLXhi9TvWc0TZmlm3qa4-kovkJ-2iVTJul#garvin #гта5 #жизньшкольника"
"a8JnVOj7dfQ","Ой Бааай! Нашла на свалке и ОбАлДеЛа ! Это надо видеть . Не свалка - барахолка ! Винтаж  антиквариат","2022-11-14T12:50:02Z","UCo7cABeakZyKZQXzWWGxuaw","ЭЛЛА АВСТРАЛИЯ СЕКОНД ХЕНД ПОИСК КЛАДА ШПЕРМЮЛЬ","22","22.15.11","dumpster diving|аукцион контейнеров|шок обзор|сидней австралия|элла австралия|ella australia|нашла клад|в поисках клада|обзор находок со свалки|коп антиквариат|коп находки|находки на свалке|секонд хенд|секонд хенд обзор|сколько стоит в австралии?|сокровища где искать ?|где найти клад ?|самый дешёвый секонд хенд|обзор антиквариата|обзор винтажных вещей|антикварная керамика обзор|старинная мебель обзор|кладоискатель|second hand|мусорка","215898","0","0","592","https://i.ytimg.com/vi/a8JnVOj7dfQ/default.jpg","False","True","Аукцион контейнеров - Свалка в Австралии - это и секонд хенд ,и антикварный магазин .Нашла винтажную мебель .В богатом районе выставили новые вещи,антикварные,винтажные.Одежду,мебель,технику.А я нашла  сумку с дорогими вещами . КАК НА РУБЛЕВКЕ.ШПЕРМЮЛЬ НАХОДКИ.ОБЗОР БОГАТОГО РАЙОНА В СИДНЕЕ.Second Hand -МОИ НАХОДКИ.НА УЛИЦЕ  КАРТИНЫ,ИГРУШКИ,ВИНТАЖНЫЕ И АНТИКВАРНЫЕ ВЕЩИ,ПОСУДА  и БИЖУТЕРИЯ . ПОЛЕ ЧУДЕС-ИНАЧЕ НЕ НАЗОВЁШЬ.Нашла золото и серебро.Кошелёк с деньгами.Ella AustraliaЯ в ВК - https://vk.com/ellaaustraliaЯ в Яндекс Дзен - https://zen.yandex.ru/ellaaustraliaКанал Виталия @Chaos Platz  можете посмотреть здесь  https://www.youtube.com/c/TESLA_NahodkiКанал Дизайнера Ивана Рыбникова - https://www.youtube.com/c/%D0%98%D0%B2%D0%B0%D0%BD%D0%A0%D1%8B%D0%B1%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2"
"NJ-KoCuh-l4","MINECRAFT PING 1000 VAMPIRE HEROBRINE BEAUTIFUL GIRLS LOVE CURSE - Monster School Animation #shorts","2022-11-14T11:00:22Z","UC3VBuU-Ywv1qJGXLk05R-Dg","Monster School","1","22.15.11","школа монстров|монстр школа|майнкрафт анимация|школа мобов|monster school|minecraft animation|школа майнкрафт|майнкрафт школа монстров|школа монстров в майнкрафте|minecraft challenge|monster school minecraft|minecraft school|monster school animation|monster school funny|monster school love curse|monster school vampire|minecraft 1000 ping|monster school beautiful girls|monster school love curse shorts|monster school shorts","1115366","0","0","25","https://i.ytimg.com/vi/NJ-KoCuh-l4/default.jpg","False","True","PRESS LIKE . WRITE COMMENTSUBSCRIBE https://bit.ly/Monster_SchoolNEW VIDEO EVERY FRIDAY 5:00 AM ESTMINECRAFT PING 1000 VAMPIRE HEROBRINE BEAUTIFUL GIRLS LOVE CURSE - Monster School Animation #shortsделовые предложения, сотрудничествоаниматоры, монтажерыписать сюдаbusiness@monsterschool.ltdMONSTER SCHOOL MERCH:https://monster-school.creator-spring.com/each purchase supports creatorpress like and share with your friendsif you are reading this and still not a subscriber, than SUBSCRIBE https://bit.ly/Monster_School#MonsterSchool #MinecraftAnimation #МонстрШкола #ШколаМонстровVK https://vk.com/officialmonsterschoolINSTAGRAM https://www.instagram.com/officialmonsterschool/FACEBOOK https://www.facebook.com/officialmonsterschoolsubscribe for the greatest Monster School Season, Minecraft Animations, Monster School Challenge and etc."
"JxQ0fKukFTU","Вайн / Каблук / Grey Ship","2022-11-14T12:17:15Z","UC9GU3LxgbWZ0QtOPjyHXmPQ","Grey Ship Vines","23","22.15.11","greyship|grey ship|грей шип|веселая семейка|весёлая семейка|мама|папа|брат|валёк|валек|семейка|семья|батя|отец|мамка|маман|мамуля|папуля|братишка|братан|вайны грей шип|вайны грей шина|видео валька|grey ship vine|greyship vine|grey ship vines|greyship vines|смешные видео валька|жизнь без родителей","76404","0","0","51","https://i.ytimg.com/vi/JxQ0fKukFTU/default.jpg","False","True","​ @Grey Ship    ● Ссылка на мой Telegram канал → https://t.me/greyship_official● Мой второй канал с крутыми видео → http://www.youtube.com/greyship● Мой Instagram → https://www.instagram.com/greyship/● Мой Vk → https://vk.com/grey.ship● Мой TikTok → https://www.tiktok.com/@greyship● Мой Likee → https://www.likee.com/@greyship● Моя партнёрская сеть MediaCube : http://bit.ly/mediacubechannelsВидео → Вайн / Каблук / Grey ShipПредыдущее видео → https://youtube.com/shorts/tAEDrWbYk_0#greyship"
"LUp1GZCYr9w","НОВЫЙ ТАНК ДЖОВА — НОВЫЙ СЕРИАЛ СТРАДАНИЙ ● Добиваем 3 Отметки на Лучшем СТ10","2022-11-14T22:46:54Z","UCDx2-SCLzDaC4vlh2PCGYQA","Jove","20","22.15.11","джов|jove|джованни|джов вот|вот|wot|ворлд оф танкс|стрим|стрим wot|стрим джов|джов стрим|три отметки|strv 103b|стрв|103б","62311","0","0","13","https://i.ytimg.com/vi/LUp1GZCYr9w/default.jpg","False","True","✅ Поддержать Стримера | Заказать музыку ► https://bit.ly/33357ov📝Хочешь в клан Джова? Подробнее тут ► https://bit.ly/3Pz11vE🎁 Хочешь получить «Пакет Джова» с уникальным 2D-стилем? ● 1. Вводи промо-код JOVE22 на сайте игры в поле ввода бонус-кода (https://bit.ly/3fLNF3o) ● 2. Авторизуйся в игровом клиенте (надо зайти в игру) ● 3. Перейди по ссылке и покупай Пакет Джова — https://lesta.ru/shop/wot/filters/?name=blogers_nov22&force_login=1Сегодня будем добивать три отметки на STRV 103B. В нынешнем рандоме это новый доселе невиданный нами уровень страданий. Стартуем в 21:30._____________________________________________📢 Стримы Джова на Trovo ► https://bit.ly/3JIE2x9⚠️ Скачать Модпак Джова ► https://joves-modpack.ru✅ Группа ВК ► http://vk.com/thejoves✅ Telegram ► https://teleg.run/The_Joves✅ Сотрудничество и реклама - jove@astroboyz.ru / +7 (919) 904-71-11 Pavel (Telegram)✅ Посылки ► Писать в предложку Вконтакте или модераторам там же.Меня зовут Джов, он же Константин. На своем канале я играю  в игры, в том числе в прямом эфире. Делаю обзоры автомобилей. Иногда путешествую с друзьями. Люблю рассказывать про разные гаджеты и своё оборудование. И веду несколько интересных проектов, как то Гостевой Патруль, Кухня Шоу, Копейка. Буду рад вашим лайкам и подписке ;)#jove #джов #worldoftanks #wot #вот #ворлдофтанкс #триотметки #strv103b"
"kcj4zxAjIyQ","СТРОИМ ГАРАЖ С НУЛЯ, СОБИРАЕМ ДВИГАТЕЛЬ ХОНДЫ СВОИМИ РУКАМИ НА ПРОДАЖУ!","2022-11-13T17:32:55Z","UCu88SEOQ4P8u2me9Li9XmHQ","Гаражные Махинаторы","2","22.15.11","гараж|строим с нуля|гараж с нуля|своими руками|гаражные махинаторы|ремонт гаража|капитальный ремонт|гаражи|брошенные гаражи|из сарая в гараж мечты|доходный гараж|аукцион гаражей|гаражный синдикат|заработок на гаражах|прокачали гараж|гараж на перепродажу|перепродажа|перекуп|авто перекуп|быстрый ремонт|на продажу|заработок на авто|махинаторы|авто|полный ремонт гаража|снос гаража|стройка гаража","179198","0","0","333","https://i.ytimg.com/vi/kcj4zxAjIyQ/default.jpg","False","True","Teboil Diamond - безупречное качество для безупречной работы двигателя даже в самых жестких условиях эксплуатации. https://teboil.ru/Первая часть видео - https://youtu.be/eP1ryAt91j0В этом видео гаражные махинаторы начали строить гараж с нуля. Ранее, стены, крышу и ворота сдали в металлолом. Сколько денег надо вложить в старый брошенный гараж, чтобы удачно его перепродать, - об этом и расскажем сегодня! Махинаторы бюджетно постелили крышу профнастилом и сварили металлические ворота, сэкономив не мало денег. Далее приступили к ремонту авто из этого гаража, разобрав двигатель, пришли к решению - купить контрактный, и поставить его в сборе. По итогу, хонда запустилась, и теперь на ходу, всего за 20тыс рублей! А как заработать на ремонте и перепродаже, расскажем в видео.Для коммерческих запросов - delamahinatorov@gmail.com#гараж #прокачали #ремонт #гараж_мечты #гаражные_махинаторы #заработок #перепродажа #купили #покупка"
"YpBFxOnsyh4","🍉 Херсон наш - ТАКОГО ПОЗОРА и поражения ПУТИН не переживет — Антизомби","2022-11-13T15:00:19Z","UCurJsOc2S-CyK4T7jKIolIg","Вікна-новини","25","22.15.11","вікна|вікна стб|стб|новини|новини україна|війна в україні|війна в україні 2022|ukraine news|антизомби|ictv антизомби|Антизомби новый выпуск|Антизомби последний выпуск|айситиви|антизомби последний|Антизомби 2022 последний выпуск|антизомбі|онлайн антизомбі|антизомби плейлист|антизомби последний выпуск скачать|антизомби все выпуски|антизомби смотреть|антизомби вчера|соловьёв|путин РФ|красовский|Рамзан Кадыров|путин и кадыров|кадыровцы|херсон наш|херсон","985013","0","0","1998","https://i.ytimg.com/vi/YpBFxOnsyh4/default.jpg","False","True","Именно сейчас на наших глазах происходят, без всяких преувеличений исторические события. Когда Давид в очередной  локальной битве побеждает Голиафа, заставляя последнего отдать один из самых лакомых кусочков, захваченных в самом начале большой войны.А ведь Херсон был единственным областным центром, куда сумела войти якобы вторая армия мира после 24-го февраля.И они гордились захватом Херсона, фанатично зачищали его от местных жителей, агрессивно встретивших гостей из России в феврале.Смотрите в Антизомби!Станьте спонсором цього каналу, щоб отримувати бонуси:https://www.youtube.com/channel/UCurJsOc2S-CyK4T7jKIolIg/joinРахунок Вікна СТБ ➜ https://vikna.tv/donate/?donate=menu_buttonУсі ключові новини України та світу та історії, що не залишать вас байдужими читайте ТУТ ➡️ https://vikna.tv/ Побач більше!----------------------------------------------------------------------------------Підписуйтесь на YouTube канал «Вікна-Новини»: http://goo.gl/8rSzB Вікна-новини на Facebook: https://www.facebook.com/viknaSTB/Вікна-новини у Telegram: https://t.me/viknatv#Вікнановини #війнавУкраїні #новиниУкраїни #ВікнаСТБ #FreeДОМ"
"SWOgqRuO4Sw","ПРОЕДЬ ПОД ПИЛАМИ НА ВНЕДОРОЖНИКЕ В GTA 5 | ВНЕДОРОЖНЫЙ СКИЛЛ-ТЕСТ! ПАРКУР НА ДЖИПАХ В ГТА 5 ОНЛАЙН","2022-11-14T11:00:16Z","UC8j5GsMc0pjInklm4DfwCZQ","Джел","20","22.15.11","гта|гта 5|гта 5 онлайн|гта 5 online|gta|gta 5|gta 5 online|gta online|гта онлайн|джелл|джэл|jell|jall|прятки в гта 5|прятки гта онлайн|прячь и ищи|украл|джел гта 5|джел|новое шоу гта 5|новое шоу|новая рубрика|стенка гта 5|стенка на стенку|стенка на стенку гта 5|машина рампа гта 5|скилл тест гта 5|gta стенка на стенку|парный скилл тест гта 5|парный скилл тест|паркур гта 5|парный паркур|30 человек|скилл тест|джел скилл тест|внедорожники|джипы","548035","0","0","2028","https://i.ytimg.com/vi/SWOgqRuO4Sw/default.jpg","False","True","🎮Сегодня поиграем в GTA 5 Online с рубрикой СКИЛЛ ТЕСТ или же ПАРКУР, в которой мы должны как можно быстрее добраться до чекпоинта, но нам будут мешать ловушки, трамплины и опасные трубы. Только скилл решит кто займет первое место! Кто победит сегодня в видео? 📮Мой телеграм: https://t.me/prostojell📘Я в вк: https://vk.com/jel_re📓Я в тикток: https://tiktok.com/@prostojell🤠Чуваки из видео:🔹​ Flazin  - https://www.youtube.com/c/Flazin🔔Надеюсь вам понравилось видео и вы оцените его лайком👍 а также подпишитесь на мой канал✅, чтобы не пропустить новые видео :D🌚Битва воров: https://youtu.be/LRdJGfXInWE🌊Битва водолазов: https://youtu.be/qHORkO9ZvK4🚠Битва за контейнеры: https://youtu.be/zkaKbhzba7s🎲Битва рандома: https://youtu.be/n5h6Y9HMdPs#паркур #скиллтест #гта5 #gta5"
"88u1HDcM5o0","Güzel Günler 2. Bölüm","2022-11-13T21:00:08Z","UCBq6tAuxXBbEGl-r8WMA-Lg","Güzel Günler","24","22.15.11","show tv|güzel günler|güzel günler dizisi|show tv güzel günler|binnur kaya|ecem erkek|leyla tanlar|zeynep çamcı|olgun toker|burak dakak|oya iloğulları|orkuncan izan|duygu köse|yıldıray şahinler|seray gözler|TMC|güzel günler 1. bölüm|güzel günler izle|güzel günler 2. bölüm","808534","0","0","646","https://i.ytimg.com/vi/88u1HDcM5o0/default.jpg","False","True","Güzel Günler 2. bölüm:Selma’nın Mihran’ın nişanında ortaya çıkması ailenin üzerinde şok etkisi yaratır. Mihran, Selma ile ikisine miras kalan konağı satmaya karar verir. Bu sırada Selma’nın kolyesini teyzesinin çantasında bulan Füsun, Saliha’nın sırrını ortaya çıkarmak isterken akla hayale gelmeyecek yöntemlere başvurur. Bir yandan ailesinin tüm dertlerine koşturan Kıymet, diğer yandan karşısına açılan ‘Öz Menemenci Hakim’le uğraşmak zorunda kalır.Selma ve Mihran konağı satmak için Büyükada’ya gider, dönüşte onları büyük bir sürpriz beklemektedir.Güzel Günler YouTube Kanalına Abone Ol → http://showtv.tv/6eAMbnhttps://www.instagram.com/diziguzelgunler/https://www.facebook.com/diziguzelgunlerhttps://twitter.com/diziguzelgunler#ShowTV#GüzelGünler#mihsel"
"piEY5EnWhto","VLOG: У НАС ТЕПЕРЬ НОВАЯ МАШИНА! 14.11.22","2022-11-15T02:30:22Z","UCpm6vCgiehSKHtMFFS5ukiA","Katy LifeVlog","22","22.15.11","влог из испании|катя и ваня из испании|Катя и Ваня|katylifevlog|видео каждый день|ежедневные влоги|MakeUpKaty|VLOG|влог","188558","0","0","556","https://i.ytimg.com/vi/piEY5EnWhto/default.jpg","False","True","Дзен https://zen.yandex.ru/makeupkatysНаш телеграм: https://t.me/katylifevlogsНАШ КАНАЛ SWEET HOME https://www.youtube.com/c/SweetHomeKBМОЙ КАНАЛ О КРАСОТЕ https://www.youtube.com/user/MakeUpKatyНас можно найти тут:Группа в контакте:  https://vk.com/makeupkatyInstagram Катя: @makeupkatyInstagram Ваня: @th3v1gInstagram Пума: @pumakv"
"Hk9KGqoVN4o","САМАЯ ДОЛГАЯ ИГРА ПРОТИВ МАНЬЯКА В МАЙНКРАФТ!","2022-11-13T19:49:12Z","UCrpt82vHWIWZSHtNQxncPrg","EdisonPts","20","22.15.11","эдисон|едісон|edisonpts|эдисон перец|едисон|Катя|Эдисон и Катя|девушка эдисона|девушка|моя девушка|майнкрафт девушка|выживание с девушкой|эдисон майнкрафт|майнкрафт|minecraft|выживание|эдисон новое видео|эдисон новая серия|эдисон и катя новое видео|эдисон новая рубрика|эдисон и катя новая рубрика|эдисон выживание|эдисон снайперы|снайперы майнкрафт|эдисон и катя расстались|эдисон про расставание|эдисон маньяк|самая долгая игра против маньяка в майнкрафт","1722343","0","0","5108","https://i.ytimg.com/vi/Hk9KGqoVN4o/default.jpg","False","True","Самая долгая играпротив маньяка в майнкрафт! Новая рубрика Эдисона!► МАНЬЯК ПОХОРОНИЛ МЕНЯ ЗАЖИВО В МАЙНКРАФТ: https://youtu.be/Lg56XlQ7wL8► Мой Телеграм: https://t.me/edisonfamilia★ Мой магазин ОДЕЖДЫ: https://edisonfamily.vsemaykishop.ru/● Мой Инстаграм: https://www.instagram.com/edisonperets/● Я ВКонтакте: http://vk.com/eduard_perets● Группа ВКонтакте: http://vk.com/edfungroup● Мой второй канал Эдисон Перец: https://www.youtube.com/c/eduardperets▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰► Реклама и сотрудничество: peretseduard2207@hotmail.com"
"7RVkYuWI64o","Сериал След. «Потеряшки» Премьера!","2022-11-14T11:00:04Z","UCZCWol-6RuRBa3QVzR_4tnQ","Сериал След.","1","22.15.11","След|Сериал След|След новый сезон|смотреть след|След новые серии|След все серии|След смотреть онлайн|След сериал новые серии|след новый сезон|sled|slad|cktl|cthbfk cktl|фэс|фэс след|Ольга Копосова|Рогозина|Майский|новинки детективы|детективные сериалы|русские сериалы|детектив|криминал|смотреть бесплатно|онлайн|в хорошем качестве|пятый канал|след все серии|след новые серии|след 5 канал|след пятый канал|след 2022","256994","0","0","500","https://i.ytimg.com/vi/7RVkYuWI64o/default.jpg","False","True","В лесу найдены останки трёхлетнего мальчика. За свою недолгую жизнь он помог взрослым заработать тремя разными способами. И продолжает делать это даже после своей смерти.—————————————————————————► Смотри все серии сериала «След» бесплатно в хорошем качестве: https://youtube.com/playlist?list=PLLRv0VRa0HHkbL2-Q5lqEfgP9JcaslOTS———∎ Недавно смотришь След? Заходи на официальный сайт сериала, чтобы познакомиться с героями, их обязанностями и непростыми взаимоотношениями:https://5-tv.ru/projects/1000117/sled/———∎ Подписывайся на наши официальные каналы:След - http://youtube.com/c/Sled5tv?sub_confirmation=1Пятый Канал - https://youtube.com/5TVRussia?sub_confirmation=1—————————————————————————#СериалСлед #ПятыйКанал«След» на Пятом канале — один из самых успешных российских криминальных сериалов — это не просто набор увлекательных детективных историй. Все они объединены основной идеей — идеальных преступлений не существует. Как бы не старался злоумышленник, он всё равно оставит след, по которому его замысел будет раскрыт. Сотрудниками ФЭС очень подробно изучается материальный мир на месте преступления. Высокотехнологичная лаборатория оснащена по последнему слову техники. Это серьезный эксперимент, на который пошло МВД: если этот проект докажет свою пользу в раскрытии преступлений, такие лаборатории появятся во многих регионах России.———Режиссер: Юрий Харнас.В ролях: Ольга Копосова, Владимир Ташлыков, Евгений Кулаков, Павел Шуваев, Руслан Сасин, Сергей Коваленко, Станислав Эрклиевский, Олег Валкман, Андрей Лавров, Александра Попова, Георгий Тесля-Герасимов, Анастасия Гулимова, Анна Дюкова.—————————————————————————∎ Официальный сайт Пятого канала:Сайт - http://5-tv.ruПроекты http://5-tv.ru/projectsТелепрограмма - http://5-tv.ru/scheduleСериалы - http://5-tv.ru/filmsНовости - http://5-tv.ru/news———∎ Социальные сети:Группа VK - http://vk.com/5tvpromo"
"MTJNPfojiOA","Все были в шоке, когда запел #10age  #shorts #рэп #фристайл #рекомендации","2022-11-13T15:35:58Z","UC3A4kD58xGZ3dL5no8lgpxg","3 КОТА","10","22.15.11","[none]","127057","0","0","50","https://i.ytimg.com/vi/MTJNPfojiOA/default.jpg","False","True",""
"kX3nB4PpJko","Last To Take Hand Off Jet, Keeps It!","2022-11-12T21:00:00Z","UCX6OQ3DkcsbYNE6H8uQQuVA","MrBeast","24","22.15.11","[none]","39850380","0","0","69371","https://i.ytimg.com/vi/kX3nB4PpJko/default.jpg","False","True","Close this and watch to the end to see who wins!New Merch - https://shopmrbeast.com/At the end I said we would offset all carbon emissions but what we actually did was offset it by 10x!!SUBSCRIBE OR I TAKE YOUR DOG╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ ╠╗║╚╝║║╠╗║╚╣║║║║║═╣╚═╩══╩═╩═╩═╩╝╚╩═╩═╝----------------------------------------------------------------follow all of these or i will kick you• Facebook - https://www.facebook.com/MrBeast6000/• Twitter - https://twitter.com/MrBeast•  Instagram - https://www.instagram.com/mrbeast•  Im Hiring! - https://www.mrbeastjobs.com/--------------------------------------------------------------------"
